ItemID,ProviderID,ReservationID
565,439,4280
961,495,4281
554,921,4281
773,920,4282
93,897,4282
83,766,4283
30,645,4284
993,663,4284
662,930,4285
894,174,4285
790,243,4286
445,700,4287
625,444,4288
284,140,4288
20,300,4289
456,831,4290
523,337,4291
192,561,4292
180,200,4293
320,585,4293
550,666,4294
910,996,4294
209,855,4295
994,406,4295
512,116,4296
438,493,4297
978,944,4298
359,918,4299
419,896,4300
500,251,4300
594,264,4301
952,292,4302
78,471,4303
267,551,4304
873,452,4305
314,982,4305
454,522,4306
948,440,4307
294,439,4308
310,871,4308
875,652,4309
68,799,4310
548,325,4310
501,600,4311
69,646,4312
159,913,4313
245,101,4313
578,556,4314
610,815,4314
702,891,4315
737,102,4316
143,797,4316
604,565,4317
615,515,4317
102,824,4318
867,250,4318
910,996,4319
192,561,4320
342,338,4321
219,22,4322
782,962,4322
269,140,4323
811,651,4323
528,668,4324
51,292,4324
537,445,4325
184,706,4325
407,148,4326
655,836,4326
151,969,4327
964,343,4327
673,711,4328
418,395,4329
577,297,4330
856,124,4331
307,226,4332
184,706,4333
25,778,4333
574,320,4334
635,675,4335
141,786,4336
467,740,4337
234,748,4337
651,363,4338
548,325,4338
123,453,4339
338,979,4340
471,875,4341
742,688,4341
217,441,4342
430,207,4343
340,536,4344
129,239,4344
422,119,4345
758,448,4345
19,21,4346
352,443,4346
975,973,4347
208,285,4347
199,696,4348
322,791,4348
372,965,4349
348,903,4350
62,980,4350
776,502,4351
496,978,4352
84,948,4352
249,113,4353
766,803,4353
743,718,4354
322,791,4354
493,72,4355
805,55,4355
8,191,4356
302,167,4356
592,302,4357
634,117,4357
493,72,4358
69,646,4359
676,438,4360
494,865,4361
543,906,4362
589,94,4363
700,40,4363
270,152,4364
679,495,4365
374,600,4366
439,180,4366
206,54,4367
562,258,4367
866,23,4368
441,924,4368
682,653,4369
986,970,4369
746,193,4370
121,819,4371
333,947,4372
627,807,4373
351,672,4374
192,561,4375
903,967,4376
730,134,4377
776,502,4377
201,628,4378
846,680,4378
30,645,4379
814,92,4379
1,239,4380
710,696,4380
982,534,4381
975,973,4382
357,384,4382
860,747,4383
924,954,4384
87,449,4384
584,949,4385
282,941,4385
135,115,4386
515,840,4386
767,571,4387
338,979,4388
906,141,4389
515,840,4390
12,446,4391
108,695,4391
384,347,4392
563,666,4393
192,561,4394
682,653,4395
331,916,4395
283,117,4396
844,953,4397
531,952,4397
365,710,4398
426,94,4398
888,131,4399
317,712,4399
654,831,4400
223,929,4400
987,71,4401
214,523,4401
930,351,4402
826,655,4403
723,854,4404
23,783,4404
148,404,4405
979,615,4406
407,148,4406
490,710,4407
525,833,4407
512,116,4408
724,756,4409
129,239,4410
377,575,4411
489,754,4411
996,241,4412
303,315,4413
528,668,4414
214,523,4415
843,966,4415
767,571,4416
870,423,4416
467,740,4417
478,330,4417
156,33,4418
390,48,4418
595,76,4419
473,128,4419
233,641,4420
389,268,4420
36,7,4421
490,710,4422
690,769,4423
77,828,4424
191,890,4425
254,322,4425
762,849,4426
571,784,4427
740,984,4428
149,702,4429
866,23,4429
62,980,4430
764,390,4430
739,353,4431
410,598,4432
813,811,4432
960,455,4433
464,85,4434
186,599,4435
414,762,4436
249,113,4437
648,831,4437
822,332,4438
228,886,4438
594,264,4439
623,434,4440
126,343,4440
565,439,4441
461,722,4441
18,555,4442
909,281,4443
749,389,4444
273,206,4444
208,285,4445
551,122,4445
136,462,4446
939,911,4447
637,270,4448
879,583,4449
317,712,4449
158,168,4450
250,775,4451
413,271,4452
254,322,4453
29,905,4453
361,616,4454
80,173,4455
526,844,4456
990,290,4457
163,53,4458
646,835,4459
358,529,4460
187,284,4461
913,105,4462
255,376,4462
170,709,4463
865,723,4464
293,367,4465
427,683,4465
831,798,4466
966,734,4466
856,124,4467
847,264,4467
633,69,4468
253,660,4468
714,584,4469
675,848,4469
345,939,4470
267,551,4470
331,916,4471
917,13,4471
797,926,4472
858,493,4473
561,241,4474
910,996,4475
594,264,4475
303,315,4476
841,54,4476
535,484,4477
445,700,4477
306,58,4478
65,56,4479
525,833,4479
186,599,4480
823,821,4481
36,7,4481
676,438,4482
27,52,4482
906,141,4483
998,471,4484
838,484,4485
938,467,4485
181,253,4486
916,527,4486
425,77,4487
90,695,4487
178,670,4488
890,297,4489
837,105,4489
939,911,4490
274,303,4491
219,22,4491
81,225,4492
759,999,4492
130,334,4493
913,105,4493
224,533,4494
954,717,4494
739,353,4495
20,300,4495
525,833,4496
114,909,4496
558,820,4497
359,918,4497
614,376,4498
904,15,4499
522,299,4499
85,747,4500
606,494,4501
174,959,4501
633,69,4502
652,53,4502
286,570,4503
229,631,4504
936,347,4504
135,115,4505
328,773,4505
455,88,4506
202,290,4506
448,402,4507
565,439,4508
372,965,4509
652,53,4509
70,865,4510
688,350,4510
553,112,4511
397,690,4512
648,831,4513
165,954,4514
729,721,4514
562,258,4515
486,634,4515
450,543,4516
167,67,4516
184,706,4517
352,443,4517
426,94,4518
160,647,4518
582,73,4519
514,352,4520
167,67,4520
526,844,4521
621,863,4521
564,640,4522
917,13,4523
331,916,4524
966,734,4524
233,641,4525
733,77,4525
176,643,4526
288,145,4526
40,908,4527
624,107,4528
982,534,4529
648,831,4530
660,948,4530
160,647,4531
552,642,4531
512,116,4532
495,183,4533
71,801,4534
534,149,4534
349,668,4535
557,105,4536
726,519,4536
152,384,4537
602,899,4538
716,563,4538
371,951,4539
147,643,4540
991,362,4540
367,396,4541
605,106,4541
432,47,4542
317,712,4543
197,991,4543
628,364,4544
749,389,4544
474,666,4545
958,729,4545
628,364,4546
235,228,4547
519,137,4547
648,831,4548
685,208,4549
782,962,4550
825,870,4551
107,125,4552
113,317,4553
832,14,4554
240,604,4555
371,951,4556
16,955,4557
199,696,4558
349,668,4558
142,195,4559
676,438,4559
254,322,4560
301,905,4560
33,230,4561
260,620,4561
183,407,4562
461,722,4563
181,253,4564
62,980,4564
290,98,4565
880,589,4565
495,183,4566
134,525,4566
486,634,4567
672,358,4568
265,379,4568
587,899,4569
115,126,4570
185,535,4571
171,418,4571
786,440,4572
334,120,4573
123,453,4573
847,264,4574
9,539,4575
791,909,4575
542,112,4576
336,528,4576
622,332,4577
204,500,4577
565,439,4578
489,754,4578
940,387,4579
108,695,4580
623,434,4580
929,928,4581
595,76,4581
760,919,4582
76,359,4582
542,112,4583
924,954,4583
720,533,4584
509,648,4584
272,514,4585
974,48,4585
88,155,4586
766,803,4587
811,651,4587
406,685,4588
172,859,4588
672,358,4589
266,670,4589
640,843,4590
459,255,4590
416,838,4591
495,183,4592
791,909,4593
184,706,4594
441,924,4595
992,430,4595
926,744,4596
605,106,4597
115,126,4598
500,251,4599
232,359,4599
302,167,4600
152,384,4601
193,239,4601
604,565,4602
206,54,4603
679,495,4604
216,861,4604
322,791,4605
837,105,4605
297,985,4606
420,180,4606
850,528,4607
385,476,4607
327,63,4608
955,734,4608
150,338,4609
63,874,4609
387,177,4610
402,406,4610
353,434,4611
983,981,4611
450,543,4612
507,541,4613
117,743,4614
314,982,4615
739,353,4616
979,615,4616
74,915,4617
163,53,4618
603,295,4619
997,187,4620
406,685,4621
295,574,4622
833,173,4622
215,804,4623
390,48,4623
634,117,4624
333,947,4625
535,484,4626
525,833,4627
773,920,4627
303,315,4628
442,1,4629
569,688,4630
997,187,4630
709,835,4631
699,930,4632
343,654,4633
829,940,4634
411,641,4635
189,777,4635
451,381,4636
921,274,4636
191,890,4637
693,683,4638
840,928,4639
805,55,4639
60,376,4640
132,258,4640
912,255,4641
901,872,4641
559,588,4642
696,10,4643
842,15,4644
911,631,4644
793,447,4645
463,717,4645
869,889,4646
613,361,4647
678,347,4648
872,827,4649
575,358,4650
587,899,4651
374,600,4651
888,131,4652
65,56,4653
484,5,4653
637,270,4654
108,695,4654
379,346,4655
375,146,4655
366,155,4656
756,409,4657
427,683,4658
10,656,4658
555,640,4659
743,718,4659
97,806,4660
142,195,4661
228,886,4661
111,127,4662
244,893,4662
774,804,4663
450,543,4663
248,924,4664
306,58,4664
264,360,4665
854,971,4666
629,614,4666
152,384,4667
813,811,4668
947,775,4668
731,740,4669
547,832,4670
353,434,4670
702,891,4671
275,145,4671
198,249,4672
122,557,4673
835,339,4674
383,809,4674
591,697,4675
723,854,4676
786,440,4677
490,710,4678
64,426,4678
615,515,4679
861,525,4680
672,358,4680
7,760,4681
443,320,4681
331,916,4682
385,476,4683
638,838,4684
765,162,4685
94,982,4685
374,600,4686
708,107,4686
968,490,4687
572,532,4687
54,113,4688
553,112,4689
64,426,4690
753,467,4690
333,947,4691
720,533,4691
90,695,4692
146,235,4692
135,115,4693
978,944,4694
60,376,4695
499,286,4695
416,838,4696
507,541,4696
720,533,4697
300,917,4698
459,255,4699
313,937,4700
199,696,4701
991,362,4702
841,54,4702
935,673,4703
2,450,4704
754,506,4704
873,452,4705
762,849,4705
64,426,4706
371,951,4707
939,911,4708
886,178,4709
766,803,4709
810,323,4710
563,666,4710
689,500,4711
58,743,4712
396,238,4712
757,129,4713
848,661,4714
744,391,4715
445,700,4715
68,799,4716
111,127,4716
294,439,4717
946,939,4717
233,641,4718
538,493,4718
414,762,4719
473,128,4719
646,835,4720
421,950,4720
291,285,4721
213,651,4721
91,192,4722
321,191,4723
501,600,4724
691,627,4724
390,48,4725
19,21,4725
22,855,4726
633,69,4727
230,508,4727
406,685,4728
174,959,4728
291,285,4729
315,321,4730
633,69,4731
750,897,4732
795,340,4733
322,791,4734
506,216,4735
193,239,4736
450,543,4736
730,134,4737
334,120,4738
979,615,4739
787,78,4740
443,320,4741
741,925,4742
753,467,4742
854,971,4743
687,454,4744
940,387,4745
542,112,4746
108,695,4746
426,94,4747
612,772,4747
793,447,4748
501,600,4748
481,977,4749
82,141,4749
582,73,4750
540,214,4750
565,439,4751
315,321,4752
565,439,4752
534,149,4753
706,749,4753
724,756,4754
775,498,4754
519,137,4755
865,723,4756
581,903,4757
385,476,4758
377,575,4758
879,583,4759
427,683,4759
661,21,4760
280,129,4761
981,277,4762
918,514,4763
419,896,4764
580,387,4764
168,606,4765
616,606,4766
678,347,4766
786,440,4767
548,325,4767
445,700,4768
310,871,4769
968,490,4769
83,766,4770
274,303,4771
561,241,4771
941,323,4772
119,524,4773
25,778,4774
959,705,4775
707,550,4776
903,967,4776
944,315,4777
165,954,4778
819,876,4779
843,966,4780
857,827,4780
721,715,4781
938,467,4781
315,321,4782
893,892,4783
783,839,4783
642,863,4784
867,250,4784
985,354,4785
783,839,4786
136,462,4787
786,440,4788
612,772,4788
704,90,4789
765,162,4790
126,343,4791
951,577,4792
507,541,4792
874,412,4793
170,709,4793
186,599,4794
711,717,4794
890,297,4795
232,359,4795
200,335,4796
866,23,4796
880,589,4797
930,351,4798
982,534,4799
991,362,4800
60,376,4801
686,368,4801
984,225,4802
945,395,4802
453,826,4803
472,566,4804
749,389,4804
274,303,4805
843,966,4806
578,556,4806
67,806,4807
163,53,4807
274,303,4808
131,721,4808
581,903,4809
463,717,4809
377,575,4810
147,643,4811
794,549,4812
527,541,4812
425,77,4813
476,127,4813
113,317,4814
529,342,4815
950,970,4815
708,107,4816
109,384,4816
723,854,4817
480,386,4818
915,247,4818
863,204,4819
142,195,4819
173,430,4820
267,551,4821
690,769,4822
81,225,4822
755,524,4823
133,442,4824
419,896,4824
357,384,4825
193,239,4825
27,52,4826
838,484,4827
451,381,4827
790,243,4828
225,256,4828
925,16,4829
292,226,4829
488,743,4830
763,691,4830
364,407,4831
981,277,4831
529,342,4832
688,350,4832
904,15,4833
873,452,4834
945,395,4834
162,199,4835
480,386,4835
890,297,4836
942,430,4836
902,234,4837
667,497,4838
321,191,4838
442,1,4839
499,286,4840
42,259,4840
66,642,4841
559,588,4842
288,145,4842
441,924,4843
301,905,4843
230,508,4844
414,762,4845
449,76,4845
119,524,4846
76,359,4846
427,683,4847
292,226,4847
325,815,4848
217,441,4849
319,893,4849
167,67,4850
368,902,4851
549,637,4852
947,775,4853
929,928,4853
686,368,4854
988,710,4855
788,899,4856
253,660,4856
258,985,4857
53,925,4858
746,193,4859
52,427,4860
523,337,4861
79,914,4861
439,180,4862
133,442,4863
532,419,4864
639,106,4864
813,811,4865
102,824,4865
782,962,4866
220,222,4867
575,358,4867
708,107,4868
158,168,4868
642,863,4869
47,635,4869
808,157,4870
306,58,4871
159,913,4872
7,760,4873
897,86,4873
38,691,4874
706,749,4874
590,609,4875
89,419,4875
256,769,4876
768,90,4877
658,771,4878
238,743,4879
980,694,4880
586,275,4880
699,930,4881
658,771,4881
963,230,4882
986,970,4883
836,32,4883
921,274,4884
261,903,4885
188,137,4885
681,148,4886
978,944,4887
904,15,4887
259,62,4888
574,320,4888
116,707,4889
872,827,4889
110,573,4890
904,15,4891
65,56,4892
814,92,4893
685,208,4894
276,917,4895
462,195,4896
271,268,4897
440,629,4898
254,322,4899
177,162,4899
322,791,4900
581,903,4900
912,255,4901
526,844,4902
486,634,4902
374,600,4903
698,546,4903
978,944,4904
680,354,4905
352,443,4905
553,112,4906
793,447,4906
647,95,4907
710,696,4907
249,113,4908
163,53,4908
535,484,4909
437,277,4910
880,589,4910
177,162,4911
585,402,4911
679,495,4912
899,273,4912
646,835,4913
160,647,4913
288,145,4914
92,667,4915
886,178,4915
997,187,4916
359,918,4916
940,387,4917
874,412,4918
495,183,4918
371,951,4919
225,256,4919
976,645,4920
984,225,4920
878,868,4921
770,54,4922
146,235,4923
234,748,4924
765,162,4924
565,439,4925
754,506,4925
62,980,4926
825,870,4927
710,696,4927
154,425,4928
497,685,4929
882,920,4929
419,896,4930
489,754,4930
942,430,4931
896,334,4932
680,354,4932
38,691,4933
190,566,4933
270,152,4934
930,351,4935
834,203,4935
774,804,4936
370,146,4936
864,210,4937
36,7,4937
665,954,4938
760,919,4939
567,935,4939
211,619,4940
673,711,4941
458,741,4941
126,343,4942
994,406,4943
342,338,4943
333,947,4944
290,98,4944
90,695,4945
58,743,4946
970,169,4946
508,844,4947
811,651,4947
396,238,4948
871,14,4949
955,734,4949
903,967,4950
18,555,4950
586,275,4951
440,629,4951
589,94,4952
632,771,4952
799,262,4953
248,924,4954
730,134,4954
548,325,4955
330,704,4956
663,48,4957
20,300,4958
273,206,4959
227,632,4959
387,177,4960
708,107,4961
943,752,4961
276,917,4962
271,268,4963
171,418,4964
259,62,4965
881,480,4966
866,23,4967
957,256,4967
731,740,4968
431,467,4968
798,476,4969
259,62,4970
46,176,4970
271,268,4971
393,535,4971
478,330,4972
417,863,4973
207,401,4973
5,569,4974
201,628,4975
198,249,4976
377,575,4977
544,251,4977
517,357,4978
49,226,4978
464,85,4979
397,690,4979
451,381,4980
681,148,4980
553,112,4981
247,749,4981
210,992,4982
148,404,4983
523,337,4984
371,951,4984
157,501,4985
592,302,4985
271,268,4986
538,493,4986
604,565,4987
128,731,4988
896,334,4988
978,944,4989
604,565,4990
331,916,4991
279,314,4991
294,439,4992
333,947,4993
904,15,4994
675,848,4994
412,692,4995
333,947,4996
728,701,4997
567,935,4997
807,223,4998
776,502,4999
864,210,5000
717,752,5000
612,772,5001
498,677,5001
931,882,5002
692,688,5002
774,804,5003
786,440,5004
231,947,5004
29,905,5005
373,137,5005
791,909,5006
2,450,5007
363,208,5008
366,155,5009
969,157,5010
137,52,5011
332,197,5011
54,113,5012
939,911,5013
199,696,5014
88,155,5014
800,627,5015
587,899,5016
249,113,5017
203,69,5017
946,939,5018
400,793,5019
817,547,5019
635,675,5020
231,947,5020
224,533,5021
819,876,5021
52,427,5022
94,982,5022
921,274,5023
532,419,5024
12,446,5025
98,128,5026
708,107,5026
513,207,5027
780,249,5027
205,137,5028
8,191,5028
617,785,5029
846,680,5030
676,438,5031
285,469,5031
988,710,5032
245,101,5033
546,986,5034
177,162,5034
178,670,5035
473,128,5036
86,426,5036
671,164,5037
334,120,5037
327,63,5038
346,225,5039
526,844,5040
291,285,5041
572,532,5041
632,771,5042
536,185,5042
745,780,5043
96,700,5043
638,838,5044
649,354,5045
970,169,5045
130,334,5046
225,256,5047
556,278,5048
406,685,5048
650,727,5049
993,663,5050
579,907,5051
741,925,5052
639,106,5052
799,262,5053
329,829,5053
759,999,5054
986,970,5055
693,683,5055
148,404,5056
288,145,5057
294,439,5058
536,185,5059
510,74,5060
392,981,5061
108,695,5061
435,196,5062
305,731,5063
240,604,5063
655,836,5064
207,401,5065
25,778,5065
35,141,5066
410,598,5067
634,117,5068
882,920,5069
624,107,5070
266,670,5071
14,320,5072
925,16,5073
876,189,5073
400,793,5074
223,929,5075
288,145,5076
833,173,5077
404,677,5077
208,285,5078
21,974,5078
739,353,5079
416,838,5080
960,455,5081
392,981,5081
883,777,5082
321,191,5083
217,441,5084
913,105,5084
532,419,5085
894,174,5086
835,339,5086
258,985,5087
401,59,5087
80,173,5088
352,443,5089
790,243,5089
838,484,5090
744,391,5091
132,258,5092
108,695,5092
196,313,5093
77,828,5094
734,464,5094
957,256,5095
343,654,5095
230,508,5096
521,246,5096
260,620,5097
124,451,5097
446,136,5098
167,67,5099
187,284,5100
237,704,5100
642,863,5101
994,406,5101
210,992,5102
276,917,5102
996,241,5103
577,297,5103
841,54,5104
168,606,5104
210,992,5105
916,527,5105
873,452,5106
643,416,5106
341,932,5107
720,533,5108
469,749,5109
269,140,5110
894,174,5110
497,685,5111
406,685,5112
423,599,5112
950,970,5113
327,63,5114
898,724,5114
364,407,5115
727,641,5115
653,986,5116
274,303,5117
291,285,5117
756,409,5118
905,783,5118
464,85,5119
305,731,5120
171,418,5120
770,54,5121
603,295,5121
188,137,5122
246,464,5123
567,935,5123
545,338,5124
915,247,5124
430,207,5125
77,828,5125
885,915,5126
674,742,5127
638,838,5128
257,485,5128
974,48,5129
953,397,5130
43,758,5130
612,772,5131
983,981,5131
900,289,5132
669,695,5133
115,126,5133
92,667,5134
160,647,5135
929,928,5135
525,833,5136
949,913,5136
156,33,5137
533,394,5138
49,226,5139
300,917,5140
397,690,5140
956,977,5141
540,214,5142
419,896,5143
497,685,5144
547,832,5144
39,867,5145
743,718,5145
355,936,5146
263,695,5147
636,337,5148
769,532,5149
669,695,5150
949,913,5151
593,373,5151
482,995,5152
342,338,5152
306,58,5153
432,47,5154
277,67,5154
727,641,5155
506,216,5156
187,284,5157
969,157,5157
967,19,5158
679,495,5159
525,833,5159
938,467,5160
559,588,5161
714,584,5162
756,409,5163
231,947,5163
593,373,5164
231,947,5165
491,704,5165
317,712,5166
458,741,5166
640,843,5167
213,651,5167
296,27,5168
839,339,5169
74,915,5169
729,721,5170
549,637,5171
904,15,5171
499,286,5172
615,515,5173
972,979,5173
42,259,5174
63,874,5174
896,334,5175
936,347,5175
143,797,5176
369,178,5176
544,251,5177
665,954,5178
532,419,5178
826,655,5179
360,496,5180
18,555,5180
483,37,5181
523,337,5181
233,641,5182
595,76,5182
671,164,5183
781,636,5183
754,506,5184
546,986,5185
297,985,5186
338,979,5187
859,950,5188
435,196,5189
159,913,5190
904,15,5190
586,275,5191
932,702,5191
898,724,5192
628,364,5193
460,586,5193
5,569,5194
768,90,5195
453,826,5195
989,770,5196
573,696,5196
50,495,5197
251,806,5198
381,804,5199
349,668,5200
988,710,5200
103,771,5201
21,974,5201
207,401,5202
423,599,5203
160,647,5204
79,914,5204
588,312,5205
202,290,5206
412,692,5207
87,449,5208
266,670,5208
647,95,5209
218,601,5210
151,969,5210
984,225,5211
944,315,5211
653,986,5212
536,185,5213
997,187,5214
10,656,5214
301,905,5215
339,777,5215
240,604,5216
369,178,5217
167,67,5217
461,722,5218
742,688,5218
110,573,5219
618,769,5219
208,285,5220
342,338,5220
111,127,5221
550,666,5221
932,702,5222
211,619,5223
241,398,5223
207,401,5224
975,973,5225
126,343,5226
162,199,5226
712,186,5227
276,917,5228
828,751,5228
555,640,5229
673,711,5229
44,304,5230
538,493,5230
319,893,5231
798,476,5231
500,251,5232
270,152,5232
865,723,5233
694,387,5234
112,414,5235
275,145,5235
325,815,5236
693,683,5237
647,95,5237
861,525,5238
965,789,5239
551,122,5240
242,866,5241
655,836,5242
113,317,5243
903,967,5244
16,955,5245
532,419,5245
788,899,5246
698,546,5247
663,48,5247
662,930,5248
92,667,5248
305,731,5249
420,180,5250
368,902,5251
820,345,5252
843,966,5252
496,978,5253
516,247,5253
961,495,5254
90,695,5254
356,984,5255
834,203,5255
294,439,5256
491,704,5256
353,434,5257
575,358,5258
935,673,5258
542,112,5259
660,948,5259
511,686,5260
396,238,5260
787,78,5261
80,173,5261
831,798,5262
821,84,5262
311,843,5263
512,116,5264
471,875,5264
241,398,5265
205,137,5265
788,899,5266
588,312,5267
904,15,5268
354,74,5268
900,289,5269
898,724,5269
256,769,5270
64,426,5270
851,224,5271
334,120,5271
478,330,5272
857,827,5273
278,621,5274
929,928,5274
895,157,5275
101,224,5275
78,471,5276
855,922,5277
877,602,5277
955,734,5278
582,73,5279
155,226,5279
87,449,5280
582,73,5280
539,399,5281
927,684,5282
650,727,5283
618,769,5283
39,867,5284
684,580,5285
380,610,5285
268,194,5286
342,338,5287
478,330,5287
800,627,5288
313,937,5289
701,553,5289
269,140,5290
508,844,5291
916,527,5292
333,947,5292
100,802,5293
704,90,5294
615,515,5295
366,155,5295
74,915,5296
495,183,5297
925,16,5297
611,508,5298
328,773,5299
836,32,5299
412,692,5300
259,62,5301
809,338,5301
545,338,5302
335,730,5302
745,780,5303
261,903,5303
628,364,5304
775,498,5305
860,747,5305
161,720,5306
883,777,5306
762,849,5307
527,541,5308
914,716,5309
268,194,5309
755,524,5310
987,71,5310
903,967,5311
992,430,5311
46,176,5312
750,897,5313
835,339,5313
240,604,5314
112,414,5315
924,954,5315
288,145,5316
456,831,5317
126,343,5317
716,563,5318
487,720,5318
5,569,5319
763,691,5320
643,416,5320
180,200,5321
388,138,5321
231,947,5322
274,303,5323
966,734,5324
91,192,5325
248,924,5325
687,454,5326
43,758,5326
474,666,5327
621,863,5328
683,562,5328
105,888,5329
210,992,5329
266,670,5330
80,173,5330
329,829,5331
121,819,5332
533,394,5332
19,21,5333
536,185,5333
696,10,5334
277,67,5335
566,434,5335
709,835,5336
818,389,5336
207,401,5337
904,15,5337
653,986,5338
575,358,5338
322,791,5339
105,888,5339
589,94,5340
214,523,5340
951,577,5341
895,157,5341
372,965,5342
697,467,5343
836,32,5344
301,905,5344
11,947,5345
967,19,5345
779,455,5346
389,268,5346
463,717,5347
93,897,5347
231,947,5348
886,178,5348
973,49,5349
469,749,5349
369,178,5350
780,249,5351
548,325,5351
183,407,5352
584,949,5352
3,896,5353
5,569,5354
838,484,5354
629,614,5355
18,555,5356
518,729,5357
593,373,5358
213,651,5359
837,105,5359
321,191,5360
775,498,5360
175,21,5361
515,840,5362
497,685,5362
16,955,5363
924,954,5363
137,52,5364
145,39,5365
817,547,5366
262,497,5366
869,889,5367
819,876,5367
106,710,5368
753,467,5368
792,353,5369
114,909,5369
391,405,5370
635,675,5370
347,294,5371
583,121,5371
519,137,5372
214,523,5372
489,754,5373
91,192,5374
221,750,5374
707,550,5375
704,90,5376
363,208,5376
713,647,5377
780,249,5377
150,338,5378
272,514,5379
216,861,5379
496,978,5380
411,641,5380
606,494,5381
100,802,5382
74,915,5382
123,453,5383
833,173,5383
629,614,5384
45,920,5385
935,673,5385
894,174,5386
71,801,5387
439,180,5388
747,468,5388
726,519,5389
733,77,5390
75,927,5391
994,406,5391
381,804,5392
416,838,5392
203,69,5393
976,645,5393
567,935,5394
732,110,5394
335,730,5395
69,646,5396
9,539,5396
169,446,5397
128,731,5397
702,891,5398
923,848,5398
429,779,5399
191,890,5399
615,515,5400
151,969,5400
229,631,5401
749,389,5402
68,799,5403
314,982,5404
747,468,5405
495,183,5405
858,493,5406
511,686,5406
750,897,5407
798,476,5407
834,203,5408
590,609,5409
886,178,5409
807,223,5410
682,653,5411
727,641,5412
662,930,5412
526,844,5413
575,358,5414
383,809,5414
378,115,5415
609,167,5416
840,928,5416
216,861,5417
171,418,5418
173,430,5419
583,121,5420
370,146,5420
200,335,5421
951,577,5421
598,937,5422
193,239,5423
343,654,5424
431,467,5425
320,585,5426
228,886,5427
862,41,5427
353,434,5428
927,684,5429
977,759,5430
517,357,5430
789,164,5431
685,208,5431
460,586,5432
529,342,5433
802,952,5433
779,455,5434
64,426,5435
863,204,5435
875,652,5436
717,752,5436
969,157,5437
429,779,5437
58,743,5438
294,439,5438
845,231,5439
970,169,5439
527,541,5440
720,533,5441
236,584,5442
423,599,5443
550,666,5444
40,908,5444
401,59,5445
207,401,5445
366,155,5446
656,239,5447
101,224,5448
843,966,5448
453,826,5449
423,599,5449
295,574,5450
444,11,5450
173,430,5451
829,940,5451
897,86,5452
345,939,5453
707,550,5454
389,268,5454
579,907,5455
280,129,5456
900,289,5456
627,807,5457
504,606,5457
820,345,5458
357,384,5458
52,427,5459
960,455,5460
873,452,5460
638,838,5461
423,599,5461
419,896,5462
374,600,5463
541,551,5464
972,979,5464
417,863,5465
124,451,5465
661,21,5466
570,711,5466
583,121,5467
575,358,5468
628,364,5468
979,615,5469
558,820,5470
4,580,5471
883,777,5472
110,573,5472
648,831,5473
407,148,5473
908,563,5474
986,970,5475
406,685,5476
843,966,5476
524,574,5477
561,241,5477
564,640,5478
21,974,5478
176,643,5479
234,748,5480
287,533,5480
894,174,5481
109,384,5481
675,848,5482
117,743,5482
675,848,5483
405,994,5484
82,141,5485
456,831,5486
443,320,5486
931,882,5487
6,454,5488
99,834,5488
369,178,5489
988,710,5490
829,940,5490
983,981,5491
128,731,5491
17,125,5492
744,391,5492
64,426,5493
71,801,5493
375,146,5494
9,539,5494
889,784,5495
910,996,5495
572,532,5496
937,136,5496
291,285,5497
850,528,5498
579,907,5498
850,528,5499
915,247,5499
972,979,5500
337,406,5500
326,32,5501
938,467,5501
389,268,5502
447,197,5503
406,685,5503
713,647,5504
70,865,5504
894,174,5505
962,422,5505
469,749,5506
16,955,5506
633,69,5507
855,922,5508
845,231,5509
622,332,5509
356,984,5510
652,53,5510
474,666,5511
952,292,5512
685,208,5512
946,939,5513
776,502,5514
259,62,5515
805,55,5516
607,916,5517
410,598,5518
800,627,5518
689,500,5519
826,655,5520
269,140,5520
228,886,5521
154,425,5521
831,798,5522
992,430,5523
858,493,5524
678,347,5524
872,827,5525
92,667,5525
89,419,5526
667,497,5526
422,119,5527
893,892,5527
773,920,5528
857,827,5529
372,965,5529
927,684,5530
193,239,5530
677,383,5531
420,180,5532
206,54,5533
712,186,5533
738,933,5534
190,566,5534
654,831,5535
389,268,5536
270,152,5536
200,335,5537
150,338,5538
709,835,5539
129,239,5539
714,584,5540
651,363,5540
804,932,5541
68,799,5541
738,933,5542
739,353,5542
98,128,5543
337,406,5544
294,439,5544
534,149,5545
66,642,5545
990,290,5546
541,551,5546
699,930,5547
365,710,5547
151,969,5548
41,459,5548
183,407,5549
38,691,5549
390,48,5550
444,11,5550
138,245,5551
957,256,5551
457,450,5552
12,446,5553
97,806,5554
473,128,5555
721,715,5555
462,195,5556
944,315,5556
167,67,5557
65,56,5557
542,112,5558
846,680,5559
245,101,5560
775,498,5560
39,867,5561
176,643,5561
588,312,5562
129,239,5563
920,51,5563
568,813,5564
687,454,5564
52,427,5565
956,977,5565
844,953,5566
281,578,5566
739,353,5567
359,918,5568
858,493,5568
901,872,5569
848,661,5569
444,11,5570
922,361,5571
99,834,5572
388,138,5572
180,200,5573
49,226,5573
218,601,5574
655,836,5574
527,541,5575
528,668,5575
819,876,5576
544,251,5577
97,806,5577
67,806,5578
983,981,5578
552,642,5579
974,48,5580
771,601,5581
329,829,5581
753,467,5582
457,450,5583
368,902,5583
612,772,5584
37,732,5584
564,640,5585
690,769,5585
204,500,5586
308,376,5587
736,457,5587
650,727,5588
544,251,5589
491,704,5589
280,129,5590
323,915,5591
