ReservationID,ReservationDate,NumberOfPeople,Status,ProviderID,TouristID
685,2025-03-31,4,Cancelled,110,573
686,2025-02-07,5,Confirmed,349,970
687,2025-03-01,5,Confirmed,898,551
688,2025-10-22,3,Cancelled,454,990
689,2025-07-13,5,Confirmed,789,250
690,2025-06-23,4,Cancelled,472,919
691,2025-10-28,1,Confirmed,120,265
692,2025-02-04,4,Cancelled,808,226
693,2025-12-13,6,Pending,820,324
694,2025-07-31,3,Cancelled,549,10
695,2025-12-25,3,Pending,295,96
696,2025-07-24,6,Cancelled,841,351
697,2025-02-08,5,Pending,488,322
698,2025-07-01,2,Cancelled,276,188
699,2025-12-16,2,Confirmed,755,205
700,2025-05-01,6,Pending,894,272
701,2025-04-16,2,Pending,855,256
702,2025-11-13,3,Pending,798,110
703,2025-03-03,1,Cancelled,979,680
704,2025-09-10,5,Pending,783,878
705,2025-10-05,1,Confirmed,381,636
706,2025-06-11,4,Cancelled,890,282
707,2025-09-09,2,Cancelled,287,408
708,2025-04-24,5,Pending,56,539
709,2025-08-05,4,Cancelled,34,515
710,2025-06-27,4,Cancelled,795,179
711,2025-08-23,1,Cancelled,531,472
712,2025-06-11,6,Pending,13,691
713,2025-04-18,4,Cancelled,104,334
714,2025-07-05,5,Confirmed,192,562
715,2025-05-15,2,Confirmed,483,982
716,2025-11-10,3,Confirmed,189,511
717,2025-08-06,2,Confirmed,718,771
718,2025-07-10,3,Confirmed,287,462
719,2025-04-03,5,Pending,590,703
720,2025-04-28,1,Cancelled,277,824
721,2025-05-01,5,Confirmed,877,391
722,2025-04-11,2,Cancelled,154,485
723,2025-01-05,2,Confirmed,512,138
724,2025-11-19,5,Cancelled,738,324
725,2025-09-07,3,Confirmed,576,880
726,2025-10-18,1,Confirmed,102,708
727,2025-03-25,1,Pending,834,261
728,2025-09-01,6,Pending,461,763
729,2025-06-21,3,Confirmed,369,574
730,2025-10-13,3,Confirmed,21,422
731,2025-03-04,3,Cancelled,987,621
732,2025-04-12,5,Cancelled,666,665
733,2025-10-03,2,Confirmed,364,333
734,2025-12-11,5,Confirmed,794,755
735,2025-08-17,1,Confirmed,629,294
736,2025-08-26,6,Pending,890,172
737,2025-11-24,3,Confirmed,647,628
738,2025-10-20,4,Pending,82,166
739,2025-06-25,2,Confirmed,325,669
740,2025-05-30,6,Confirmed,620,661
741,2025-07-22,3,Confirmed,800,884
742,2025-07-05,6,Cancelled,534,989
743,2025-08-19,4,Pending,189,875
744,2025-01-12,2,Cancelled,241,678
745,2025-05-09,6,Cancelled,768,82
746,2025-04-18,2,Confirmed,106,98
747,2025-02-02,4,Cancelled,56,27
748,2025-07-23,5,Pending,107,269
749,2025-11-13,2,Pending,671,954
750,2025-07-19,3,Pending,254,756
751,2025-05-26,4,Cancelled,130,135
752,2025-09-27,2,Pending,36,680
753,2025-07-02,3,Confirmed,479,999
754,2025-10-04,3,Cancelled,456,139
755,2025-12-24,5,Pending,606,612
756,2025-08-22,6,Cancelled,652,899
757,2025-10-16,4,Cancelled,656,655
758,2025-10-01,3,Confirmed,494,553
759,2025-04-27,1,Confirmed,316,375
760,2025-07-31,3,Pending,311,11
761,2025-01-01,5,Pending,353,294
762,2025-08-29,5,Pending,705,945
763,2025-09-09,4,Confirmed,10,785
764,2025-08-09,3,Cancelled,237,816
765,2025-01-04,5,Confirmed,194,422
766,2025-10-15,4,Confirmed,256,168
767,2025-11-27,4,Confirmed,226,270
768,2025-02-10,4,Cancelled,246,530
769,2025-11-10,6,Cancelled,279,292
770,2025-11-29,6,Cancelled,829,276
771,2025-07-31,2,Pending,187,140
772,2025-05-29,1,Cancelled,467,633
773,2025-08-20,3,Cancelled,638,504
774,2025-04-07,3,Pending,156,51
775,2025-10-01,1,Pending,996,105
776,2025-05-25,3,Pending,733,449
777,2025-01-05,2,Pending,155,16
778,2025-09-10,2,Confirmed,431,320
779,2025-09-13,3,Confirmed,714,811
780,2025-01-17,3,Pending,864,769
781,2025-03-16,1,Confirmed,795,402
782,2025-02-06,5,Confirmed,186,197
783,2025-05-09,4,Pending,125,998
784,2026-01-01,2,Confirmed,790,999
785,2025-08-15,2,Cancelled,35,204
786,2025-08-24,6,Pending,534,682
787,2025-04-17,4,Confirmed,698,985
788,2025-06-09,3,Pending,645,746
789,2025-01-22,6,Cancelled,534,126
790,2025-05-10,4,Cancelled,306,204
791,2025-07-04,1,Cancelled,224,997
792,2025-02-27,2,Cancelled,445,333
793,2025-01-08,2,Confirmed,599,123
794,2025-07-22,2,Pending,993,44
795,2025-10-25,6,Confirmed,705,611
796,2025-03-21,3,Pending,255,162
797,2025-09-13,1,Cancelled,634,347
798,2025-11-17,1,Pending,365,661
799,2025-03-20,6,Cancelled,811,110
800,2025-03-06,4,Pending,325,572
801,2025-11-27,3,Confirmed,751,198
802,2025-01-11,6,Confirmed,367,742
803,2025-03-10,3,Pending,497,724
804,2025-08-13,5,Confirmed,556,714
805,2025-09-08,2,Cancelled,192,557
806,2025-06-28,3,Cancelled,480,282
807,2025-11-03,5,Pending,71,544
808,2025-03-21,4,Confirmed,840,270
809,2025-10-05,3,Confirmed,1,795
810,2025-11-23,5,Confirmed,752,190
811,2025-01-10,5,Confirmed,795,636
812,2025-05-03,3,Cancelled,65,675
813,2025-10-03,4,Pending,537,700
814,2025-09-12,5,Pending,628,290
815,2025-06-15,4,Cancelled,330,114
816,2025-02-19,5,Cancelled,69,45
817,2025-03-08,2,Pending,207,110
818,2025-09-06,2,Pending,33,585
819,2025-11-25,4,Cancelled,502,539
820,2025-11-16,6,Cancelled,263,51
821,2025-07-07,2,Cancelled,736,73
822,2025-01-07,2,Cancelled,504,951
823,2025-02-10,4,Cancelled,63,370
824,2025-10-13,6,Confirmed,842,378
825,2025-12-29,1,Cancelled,273,542
826,2025-01-21,6,Pending,855,312
827,2025-02-09,2,Cancelled,100,104
828,2025-04-29,5,Confirmed,195,198
829,2025-09-27,6,Pending,584,641
830,2025-04-02,5,Cancelled,572,426
831,2025-02-24,6,Cancelled,367,691
832,2025-08-23,6,Cancelled,438,905
833,2025-02-23,2,Pending,564,412
834,2025-09-16,3,Cancelled,162,547
835,2025-11-04,4,Confirmed,925,323
836,2025-10-09,3,Confirmed,423,783
837,2025-11-21,4,Cancelled,332,624
838,2025-05-04,5,Cancelled,220,385
839,2025-10-09,6,Confirmed,369,985
840,2025-08-20,4,Confirmed,1,744
841,2025-01-18,3,Cancelled,17,531
842,2025-03-11,3,Pending,308,228
843,2025-04-20,3,Pending,791,842
844,2025-12-20,3,Cancelled,524,570
845,2025-10-20,5,Pending,97,39
846,2025-08-24,3,Pending,142,272
847,2025-07-07,5,Pending,239,263
848,2025-06-03,1,Cancelled,410,583
849,2025-04-22,6,Pending,741,333
850,2025-09-05,2,Confirmed,846,921
851,2025-12-20,6,Cancelled,840,930
852,2025-02-18,5,Cancelled,308,39
853,2025-10-23,4,Pending,799,58
854,2025-06-21,3,Confirmed,427,953
855,2025-03-03,2,Cancelled,669,870
856,2025-11-05,1,Cancelled,797,648
857,2025-07-15,1,Confirmed,537,43
858,2025-06-13,5,Cancelled,154,335
859,2025-09-15,6,Pending,157,52
860,2025-12-11,6,Confirmed,995,457
861,2025-11-01,5,Cancelled,93,228
862,2025-08-10,3,Confirmed,152,136
863,2025-06-22,1,Confirmed,586,764
864,2025-01-26,5,Confirmed,269,88
865,2025-07-24,5,Confirmed,793,715
866,2025-03-08,2,Confirmed,573,203
867,2025-09-07,4,Cancelled,586,201
868,2025-10-15,5,Cancelled,537,253
869,2025-05-05,1,Confirmed,796,441
870,2025-06-15,6,Cancelled,92,116
871,2025-12-10,4,Confirmed,375,357
872,2025-04-08,3,Confirmed,609,672
873,2025-01-13,3,Pending,359,632
874,2025-08-15,5,Pending,452,46
875,2025-04-30,2,Cancelled,383,160
876,2025-02-13,1,Cancelled,56,249
877,2025-11-14,2,Confirmed,15,352
878,2025-12-22,1,Confirmed,461,483
879,2025-01-12,3,Pending,758,551
880,2025-04-19,2,Cancelled,536,769
881,2025-05-13,5,Confirmed,638,748
882,2025-03-14,6,Cancelled,685,19
883,2025-07-12,5,Cancelled,540,45
884,2025-05-11,2,Pending,291,206
885,2025-12-23,5,Confirmed,55,477
886,2025-12-02,1,Pending,398,677
887,2025-05-19,6,Cancelled,369,886
888,2025-02-25,1,Confirmed,889,905
889,2025-11-29,4,Pending,390,521
890,2025-12-30,1,Confirmed,497,888
891,2025-11-02,5,Pending,191,204
892,2025-09-14,4,Cancelled,949,730
893,2025-01-12,1,Pending,945,543
894,2025-06-06,3,Confirmed,403,763
895,2025-03-22,1,Confirmed,701,361
896,2025-07-01,6,Confirmed,242,514
897,2025-05-22,1,Cancelled,264,900
898,2025-07-18,1,Cancelled,972,287
899,2025-04-26,2,Confirmed,919,403
900,2025-12-03,2,Pending,748,392
901,2025-09-24,6,Cancelled,894,641
902,2025-12-18,2,Confirmed,247,587
903,2025-03-20,4,Confirmed,932,620
904,2025-06-18,4,Cancelled,135,212
905,2025-12-01,2,Cancelled,555,701
906,2025-04-14,2,Confirmed,706,723
907,2025-09-26,2,Confirmed,931,1000
908,2025-03-16,6,Cancelled,940,162
909,2025-06-12,1,Cancelled,546,972
910,2025-03-02,2,Confirmed,860,901
911,2025-03-16,6,Pending,784,327
912,2025-07-31,4,Confirmed,454,764
913,2025-11-23,6,Confirmed,156,798
914,2025-04-07,1,Pending,190,27
915,2025-11-10,5,Confirmed,621,581
916,2025-11-10,2,Cancelled,238,237
917,2025-12-18,1,Confirmed,82,705
918,2025-09-02,2,Cancelled,867,620
919,2025-08-29,6,Cancelled,383,189
920,2025-07-18,4,Confirmed,141,168
921,2025-04-09,2,Pending,419,783
922,2025-01-08,3,Confirmed,228,761
923,2025-12-10,2,Pending,68,182
924,2025-08-13,5,Confirmed,705,333
925,2025-08-23,2,Confirmed,415,795
926,2025-01-22,5,Cancelled,845,390
927,2025-06-10,4,Cancelled,962,761
928,2025-10-20,5,Cancelled,538,657
929,2025-12-27,1,Cancelled,112,463
930,2025-08-22,1,Pending,532,551
931,2025-07-22,6,Pending,572,397
932,2025-09-22,6,Pending,195,299
933,2025-08-14,4,Confirmed,793,848
934,2025-05-27,4,Pending,433,302
935,2025-11-10,1,Cancelled,530,926
936,2025-03-14,4,Cancelled,463,93
937,2025-09-14,1,Pending,798,600
938,2025-12-23,5,Pending,403,424
939,2025-06-15,4,Pending,184,465
940,2025-10-30,6,Pending,904,466
941,2025-02-16,3,Confirmed,709,665
942,2025-12-31,2,Cancelled,751,127
943,2025-02-16,1,Cancelled,461,650
944,2025-07-05,1,Cancelled,725,394
945,2025-09-19,5,Pending,388,564
946,2025-07-14,1,Pending,935,344
947,2025-10-17,6,Pending,167,890
948,2025-03-16,2,Cancelled,53,430
949,2025-06-07,3,Cancelled,788,985
950,2025-08-17,3,Cancelled,186,121
951,2025-03-09,2,Pending,638,784
952,2025-05-10,1,Confirmed,510,876
953,2025-09-13,5,Pending,623,904
954,2025-09-10,2,Pending,603,676
955,2025-09-01,4,Confirmed,453,82
956,2025-11-04,5,Pending,251,904
957,2025-10-08,3,Cancelled,644,571
958,2025-04-17,1,Pending,152,57
959,2025-12-01,3,Pending,149,875
960,2025-01-17,6,Cancelled,859,618
961,2025-06-02,3,Pending,51,112
962,2025-08-02,2,Pending,689,292
963,2025-11-09,6,Cancelled,717,610
964,2025-10-21,5,Pending,990,467
965,2025-10-24,3,Pending,96,787
966,2025-06-03,3,Confirmed,920,389
967,2025-02-04,4,Cancelled,67,300
968,2025-08-30,2,Pending,712,881
969,2025-05-21,3,Cancelled,424,538
970,2025-04-18,6,Pending,627,60
971,2025-02-25,5,Cancelled,645,542
972,2025-02-14,4,Cancelled,706,620
973,2025-12-28,3,Confirmed,624,869
974,2025-06-12,3,Cancelled,589,639
975,2025-07-01,2,Cancelled,577,509
976,2025-09-24,6,Cancelled,510,505
977,2025-04-03,5,Pending,726,298
978,2025-04-10,1,Pending,25,477
979,2025-11-17,1,Cancelled,869,213
980,2025-11-12,4,Confirmed,47,342
981,2025-06-29,5,Cancelled,218,12
982,2025-11-24,2,Cancelled,289,261
983,2025-02-04,3,Confirmed,519,564
984,2025-06-15,1,Pending,703,342
985,2025-06-24,4,Cancelled,583,631
986,2025-01-15,2,Pending,339,854
987,2025-06-23,6,Confirmed,939,486
988,2025-01-19,6,Pending,494,160
989,2025-11-18,4,Cancelled,918,344
990,2025-08-25,4,Cancelled,58,856
991,2025-09-24,3,Cancelled,743,695
992,2025-06-11,5,Cancelled,20,214
993,2025-10-23,6,Confirmed,819,939
994,2025-07-01,1,Pending,288,861
995,2025-01-16,3,Confirmed,642,548
996,2025-03-26,5,Cancelled,399,192
997,2025-11-01,1,Confirmed,723,879
998,2025-06-11,6,Pending,279,424
999,2025-02-14,4,Pending,381,463
1000,2025-06-04,2,Cancelled,310,180
