ProviderID,ProviderName,ServiceType,Phone,Address,City
507,Provider507,Restaurant,500000507,Street 507,Eilat
508,Provider508,Cafe,500000508,Street 508,Eilat
509,Provider509,Cafe,500000509,Street 509,Jerusalem
510,Provider510,Hotel,500000510,Street 510,Tel Aviv
511,Provider511,Restaurant,500000511,Street 511,Jerusalem
512,Provider512,Cafe,500000512,Street 512,Eilat
513,Provider513,Cafe,500000513,Street 513,Eilat
514,Provider514,Hotel,500000514,Street 514,Tel Aviv
515,Provider515,Cafe,500000515,Street 515,Tel Aviv
516,Provider516,Cafe,500000516,Street 516,Jerusalem
517,Provider517,Cafe,500000517,Street 517,Tel Aviv
518,Provider518,Cafe,500000518,Street 518,Ashdod
519,Provider519,Restaurant,500000519,Street 519,Ashdod
520,Provider520,Cafe,500000520,Street 520,Eilat
521,Provider521,Restaurant,500000521,Street 521,Haifa
522,Provider522,Hotel,500000522,Street 522,Jerusalem
523,Provider523,Hotel,500000523,Street 523,Eilat
524,Provider524,Hotel,500000524,Street 524,Eilat
525,Provider525,Restaurant,500000525,Street 525,Haifa
526,Provider526,Cafe,500000526,Street 526,Ashdod
527,Provider527,Restaurant,500000527,Street 527,Jerusalem
528,Provider528,Cafe,500000528,Street 528,Eilat
529,Provider529,Restaurant,500000529,Street 529,Tel Aviv
530,Provider530,Hotel,500000530,Street 530,Ashdod
531,Provider531,Restaurant,500000531,Street 531,Haifa
532,Provider532,Cafe,500000532,Street 532,Ashdod
533,Provider533,Restaurant,500000533,Street 533,Ashdod
534,Provider534,Cafe,500000534,Street 534,Tel Aviv
535,Provider535,Restaurant,500000535,Street 535,Tel Aviv
536,Provider536,Cafe,500000536,Street 536,Tel Aviv
537,Provider537,Hotel,500000537,Street 537,Haifa
538,Provider538,Cafe,500000538,Street 538,Jerusalem
539,Provider539,Hotel,500000539,Street 539,Jerusalem
540,Provider540,Cafe,500000540,Street 540,Eilat
541,Provider541,Cafe,500000541,Street 541,Haifa
542,Provider542,Cafe,500000542,Street 542,Ashdod
543,Provider543,Restaurant,500000543,Street 543,Eilat
544,Provider544,Restaurant,500000544,Street 544,Ashdod
545,Provider545,Hotel,500000545,Street 545,Haifa
546,Provider546,Restaurant,500000546,Street 546,Jerusalem
547,Provider547,Cafe,500000547,Street 547,Jerusalem
548,Provider548,Hotel,500000548,Street 548,Jerusalem
549,Provider549,Restaurant,500000549,Street 549,Jerusalem
550,Provider550,Hotel,500000550,Street 550,Jerusalem
551,Provider551,Hotel,500000551,Street 551,Ashdod
552,Provider552,Hotel,500000552,Street 552,Eilat
553,Provider553,Restaurant,500000553,Street 553,Eilat
554,Provider554,Hotel,500000554,Street 554,Eilat
555,Provider555,Cafe,500000555,Street 555,Jerusalem
556,Provider556,Hotel,500000556,Street 556,Ashdod
557,Provider557,Cafe,500000557,Street 557,Eilat
558,Provider558,Cafe,500000558,Street 558,Haifa
559,Provider559,Hotel,500000559,Street 559,Haifa
560,Provider560,Hotel,500000560,Street 560,Eilat
561,Provider561,Restaurant,500000561,Street 561,Eilat
562,Provider562,Restaurant,500000562,Street 562,Jerusalem
563,Provider563,Hotel,500000563,Street 563,Eilat
564,Provider564,Hotel,500000564,Street 564,Eilat
565,Provider565,Cafe,500000565,Street 565,Haifa
566,Provider566,Cafe,500000566,Street 566,Tel Aviv
567,Provider567,Restaurant,500000567,Street 567,Ashdod
568,Provider568,Hotel,500000568,Street 568,Jerusalem
569,Provider569,Restaurant,500000569,Street 569,Eilat
570,Provider570,Restaurant,500000570,Street 570,Ashdod
571,Provider571,Cafe,500000571,Street 571,Tel Aviv
572,Provider572,Hotel,500000572,Street 572,Haifa
573,Provider573,Cafe,500000573,Street 573,Haifa
574,Provider574,Restaurant,500000574,Street 574,Eilat
575,Provider575,Cafe,500000575,Street 575,Jerusalem
576,Provider576,Hotel,500000576,Street 576,Eilat
577,Provider577,Hotel,500000577,Street 577,Tel Aviv
578,Provider578,Cafe,500000578,Street 578,Ashdod
579,Provider579,Cafe,500000579,Street 579,Jerusalem
580,Provider580,Hotel,500000580,Street 580,Eilat
581,Provider581,Hotel,500000581,Street 581,Tel Aviv
582,Provider582,Hotel,500000582,Street 582,Tel Aviv
583,Provider583,Restaurant,500000583,Street 583,Jerusalem
584,Provider584,Restaurant,500000584,Street 584,Tel Aviv
585,Provider585,Cafe,500000585,Street 585,Tel Aviv
586,Provider586,Hotel,500000586,Street 586,Tel Aviv
587,Provider587,Cafe,500000587,Street 587,Haifa
588,Provider588,Hotel,500000588,Street 588,Jerusalem
589,Provider589,Restaurant,500000589,Street 589,Tel Aviv
590,Provider590,Cafe,500000590,Street 590,Tel Aviv
591,Provider591,Cafe,500000591,Street 591,Jerusalem
592,Provider592,Cafe,500000592,Street 592,Eilat
593,Provider593,Restaurant,500000593,Street 593,Haifa
594,Provider594,Hotel,500000594,Street 594,Eilat
595,Provider595,Hotel,500000595,Street 595,Haifa
596,Provider596,Restaurant,500000596,Street 596,Haifa
597,Provider597,Restaurant,500000597,Street 597,Ashdod
598,Provider598,Cafe,500000598,Street 598,Ashdod
599,Provider599,Hotel,500000599,Street 599,Haifa
600,Provider600,Cafe,500000600,Street 600,Ashdod
601,Provider601,Restaurant,500000601,Street 601,Haifa
602,Provider602,Cafe,500000602,Street 602,Jerusalem
603,Provider603,Cafe,500000603,Street 603,Jerusalem
604,Provider604,Hotel,500000604,Street 604,Tel Aviv
605,Provider605,Cafe,500000605,Street 605,Jerusalem
606,Provider606,Hotel,500000606,Street 606,Ashdod
607,Provider607,Restaurant,500000607,Street 607,Tel Aviv
608,Provider608,Cafe,500000608,Street 608,Jerusalem
609,Provider609,Hotel,500000609,Street 609,Jerusalem
610,Provider610,Hotel,500000610,Street 610,Eilat
611,Provider611,Hotel,500000611,Street 611,Jerusalem
612,Provider612,Cafe,500000612,Street 612,Jerusalem
613,Provider613,Restaurant,500000613,Street 613,Eilat
614,Provider614,Cafe,500000614,Street 614,Tel Aviv
615,Provider615,Restaurant,500000615,Street 615,Eilat
616,Provider616,Hotel,500000616,Street 616,Jerusalem
617,Provider617,Hotel,500000617,Street 617,Jerusalem
618,Provider618,Hotel,500000618,Street 618,Jerusalem
619,Provider619,Restaurant,500000619,Street 619,Eilat
620,Provider620,Cafe,500000620,Street 620,Tel Aviv
621,Provider621,Hotel,500000621,Street 621,Tel Aviv
622,Provider622,Hotel,500000622,Street 622,Eilat
623,Provider623,Cafe,500000623,Street 623,Haifa
624,Provider624,Hotel,500000624,Street 624,Jerusalem
625,Provider625,Restaurant,500000625,Street 625,Haifa
626,Provider626,Hotel,500000626,Street 626,Jerusalem
627,Provider627,Hotel,500000627,Street 627,Haifa
628,Provider628,Hotel,500000628,Street 628,Tel Aviv
629,Provider629,Hotel,500000629,Street 629,Tel Aviv
630,Provider630,Cafe,500000630,Street 630,Eilat
631,Provider631,Restaurant,500000631,Street 631,Ashdod
632,Provider632,Cafe,500000632,Street 632,Haifa
633,Provider633,Restaurant,500000633,Street 633,Jerusalem
634,Provider634,Cafe,500000634,Street 634,Eilat
635,Provider635,Restaurant,500000635,Street 635,Haifa
636,Provider636,Restaurant,500000636,Street 636,Ashdod
637,Provider637,Cafe,500000637,Street 637,Ashdod
638,Provider638,Hotel,500000638,Street 638,Jerusalem
639,Provider639,Restaurant,500000639,Street 639,Jerusalem
640,Provider640,Cafe,500000640,Street 640,Jerusalem
641,Provider641,Hotel,500000641,Street 641,Jerusalem
642,Provider642,Restaurant,500000642,Street 642,Eilat
643,Provider643,Restaurant,500000643,Street 643,Haifa
644,Provider644,Restaurant,500000644,Street 644,Eilat
645,Provider645,Hotel,500000645,Street 645,Jerusalem
646,Provider646,Restaurant,500000646,Street 646,Eilat
647,Provider647,Restaurant,500000647,Street 647,Jerusalem
648,Provider648,Hotel,500000648,Street 648,Tel Aviv
649,Provider649,Cafe,500000649,Street 649,Jerusalem
650,Provider650,Hotel,500000650,Street 650,Jerusalem
651,Provider651,Hotel,500000651,Street 651,Eilat
652,Provider652,Hotel,500000652,Street 652,Jerusalem
653,Provider653,Restaurant,500000653,Street 653,Haifa
654,Provider654,Cafe,500000654,Street 654,Tel Aviv
655,Provider655,Hotel,500000655,Street 655,Ashdod
656,Provider656,Cafe,500000656,Street 656,Ashdod
657,Provider657,Restaurant,500000657,Street 657,Tel Aviv
658,Provider658,Hotel,500000658,Street 658,Eilat
659,Provider659,Hotel,500000659,Street 659,Jerusalem
660,Provider660,Hotel,500000660,Street 660,Eilat
661,Provider661,Restaurant,500000661,Street 661,Haifa
662,Provider662,Restaurant,500000662,Street 662,Tel Aviv
663,Provider663,Cafe,500000663,Street 663,Eilat
664,Provider664,Restaurant,500000664,Street 664,Tel Aviv
665,Provider665,Restaurant,500000665,Street 665,Ashdod
666,Provider666,Restaurant,500000666,Street 666,Eilat
667,Provider667,Cafe,500000667,Street 667,Jerusalem
668,Provider668,Hotel,500000668,Street 668,Ashdod
669,Provider669,Cafe,500000669,Street 669,Ashdod
670,Provider670,Hotel,500000670,Street 670,Haifa
671,Provider671,Cafe,500000671,Street 671,Tel Aviv
672,Provider672,Cafe,500000672,Street 672,Ashdod
673,Provider673,Cafe,500000673,Street 673,Jerusalem
674,Provider674,Restaurant,500000674,Street 674,Jerusalem
675,Provider675,Restaurant,500000675,Street 675,Eilat
676,Provider676,Cafe,500000676,Street 676,Haifa
677,Provider677,Cafe,500000677,Street 677,Tel Aviv
678,Provider678,Hotel,500000678,Street 678,Jerusalem
679,Provider679,Hotel,500000679,Street 679,Jerusalem
680,Provider680,Restaurant,500000680,Street 680,Eilat
681,Provider681,Cafe,500000681,Street 681,Haifa
682,Provider682,Restaurant,500000682,Street 682,Eilat
683,Provider683,Restaurant,500000683,Street 683,Haifa
684,Provider684,Hotel,500000684,Street 684,Ashdod
685,Provider685,Restaurant,500000685,Street 685,Tel Aviv
686,Provider686,Cafe,500000686,Street 686,Haifa
687,Provider687,Restaurant,500000687,Street 687,Ashdod
688,Provider688,Restaurant,500000688,Street 688,Tel Aviv
689,Provider689,Hotel,500000689,Street 689,Haifa
690,Provider690,Hotel,500000690,Street 690,Haifa
691,Provider691,Restaurant,500000691,Street 691,Jerusalem
692,Provider692,Restaurant,500000692,Street 692,Ashdod
693,Provider693,Restaurant,500000693,Street 693,Jerusalem
694,Provider694,Restaurant,500000694,Street 694,Haifa
695,Provider695,Hotel,500000695,Street 695,Jerusalem
696,Provider696,Restaurant,500000696,Street 696,Tel Aviv
697,Provider697,Hotel,500000697,Street 697,Tel Aviv
698,Provider698,Restaurant,500000698,Street 698,Tel Aviv
699,Provider699,Cafe,500000699,Street 699,Haifa
700,Provider700,Hotel,500000700,Street 700,Jerusalem
701,Provider701,Restaurant,500000701,Street 701,Haifa
702,Provider702,Cafe,500000702,Street 702,Tel Aviv
703,Provider703,Restaurant,500000703,Street 703,Eilat
704,Provider704,Hotel,500000704,Street 704,Tel Aviv
705,Provider705,Hotel,500000705,Street 705,Tel Aviv
706,Provider706,Cafe,500000706,Street 706,Eilat
707,Provider707,Cafe,500000707,Street 707,Ashdod
708,Provider708,Hotel,500000708,Street 708,Tel Aviv
709,Provider709,Cafe,500000709,Street 709,Ashdod
710,Provider710,Restaurant,500000710,Street 710,Ashdod
711,Provider711,Restaurant,500000711,Street 711,Ashdod
712,Provider712,Cafe,500000712,Street 712,Eilat
713,Provider713,Hotel,500000713,Street 713,Tel Aviv
714,Provider714,Restaurant,500000714,Street 714,Eilat
715,Provider715,Cafe,500000715,Street 715,Eilat
716,Provider716,Hotel,500000716,Street 716,Tel Aviv
717,Provider717,Cafe,500000717,Street 717,Eilat
718,Provider718,Restaurant,500000718,Street 718,Tel Aviv
719,Provider719,Cafe,500000719,Street 719,Ashdod
720,Provider720,Restaurant,500000720,Street 720,Tel Aviv
721,Provider721,Restaurant,500000721,Street 721,Jerusalem
722,Provider722,Hotel,500000722,Street 722,Ashdod
723,Provider723,Hotel,500000723,Street 723,Jerusalem
724,Provider724,Cafe,500000724,Street 724,Ashdod
725,Provider725,Hotel,500000725,Street 725,Jerusalem
726,Provider726,Cafe,500000726,Street 726,Ashdod
727,Provider727,Hotel,500000727,Street 727,Eilat
728,Provider728,Restaurant,500000728,Street 728,Tel Aviv
729,Provider729,Hotel,500000729,Street 729,Ashdod
730,Provider730,Hotel,500000730,Street 730,Haifa
731,Provider731,Cafe,500000731,Street 731,Eilat
732,Provider732,Restaurant,500000732,Street 732,Eilat
733,Provider733,Cafe,500000733,Street 733,Eilat
734,Provider734,Cafe,500000734,Street 734,Eilat
735,Provider735,Hotel,500000735,Street 735,Tel Aviv
736,Provider736,Cafe,500000736,Street 736,Eilat
737,Provider737,Cafe,500000737,Street 737,Jerusalem
738,Provider738,Cafe,500000738,Street 738,Haifa
739,Provider739,Hotel,500000739,Street 739,Eilat
740,Provider740,Restaurant,500000740,Street 740,Tel Aviv
741,Provider741,Restaurant,500000741,Street 741,Tel Aviv
742,Provider742,Cafe,500000742,Street 742,Tel Aviv
743,Provider743,Hotel,500000743,Street 743,Jerusalem
744,Provider744,Restaurant,500000744,Street 744,Ashdod
745,Provider745,Restaurant,500000745,Street 745,Ashdod
746,Provider746,Hotel,500000746,Street 746,Ashdod
747,Provider747,Cafe,500000747,Street 747,Tel Aviv
748,Provider748,Cafe,500000748,Street 748,Jerusalem
749,Provider749,Hotel,500000749,Street 749,Eilat
750,Provider750,Hotel,500000750,Street 750,Tel Aviv
751,Provider751,Cafe,500000751,Street 751,Ashdod
752,Provider752,Cafe,500000752,Street 752,Jerusalem
753,Provider753,Restaurant,500000753,Street 753,Ashdod
754,Provider754,Hotel,500000754,Street 754,Haifa
755,Provider755,Restaurant,500000755,Street 755,Eilat
756,Provider756,Restaurant,500000756,Street 756,Tel Aviv
757,Provider757,Cafe,500000757,Street 757,Ashdod
758,Provider758,Cafe,500000758,Street 758,Tel Aviv
759,Provider759,Cafe,500000759,Street 759,Ashdod
760,Provider760,Restaurant,500000760,Street 760,Eilat
761,Provider761,Hotel,500000761,Street 761,Ashdod
762,Provider762,Hotel,500000762,Street 762,Ashdod
763,Provider763,Restaurant,500000763,Street 763,Ashdod
764,Provider764,Hotel,500000764,Street 764,Jerusalem
765,Provider765,Restaurant,500000765,Street 765,Haifa
766,Provider766,Cafe,500000766,Street 766,Jerusalem
767,Provider767,Cafe,500000767,Street 767,Jerusalem
768,Provider768,Restaurant,500000768,Street 768,Haifa
769,Provider769,Restaurant,500000769,Street 769,Ashdod
770,Provider770,Hotel,500000770,Street 770,Eilat
771,Provider771,Restaurant,500000771,Street 771,Haifa
772,Provider772,Hotel,500000772,Street 772,Tel Aviv
773,Provider773,Restaurant,500000773,Street 773,Ashdod
774,Provider774,Restaurant,500000774,Street 774,Eilat
775,Provider775,Cafe,500000775,Street 775,Eilat
776,Provider776,Cafe,500000776,Street 776,Haifa
777,Provider777,Cafe,500000777,Street 777,Jerusalem
778,Provider778,Hotel,500000778,Street 778,Jerusalem
779,Provider779,Hotel,500000779,Street 779,Ashdod
780,Provider780,Restaurant,500000780,Street 780,Tel Aviv
781,Provider781,Restaurant,500000781,Street 781,Haifa
782,Provider782,Hotel,500000782,Street 782,Tel Aviv
783,Provider783,Hotel,500000783,Street 783,Tel Aviv
784,Provider784,Cafe,500000784,Street 784,Eilat
785,Provider785,Hotel,500000785,Street 785,Eilat
786,Provider786,Cafe,500000786,Street 786,Ashdod
787,Provider787,Cafe,500000787,Street 787,Eilat
788,Provider788,Cafe,500000788,Street 788,Haifa
789,Provider789,Hotel,500000789,Street 789,Tel Aviv
790,Provider790,Cafe,500000790,Street 790,Eilat
791,Provider791,Restaurant,500000791,Street 791,Jerusalem
792,Provider792,Hotel,500000792,Street 792,Ashdod
793,Provider793,Cafe,500000793,Street 793,Ashdod
794,Provider794,Hotel,500000794,Street 794,Jerusalem
795,Provider795,Restaurant,500000795,Street 795,Haifa
796,Provider796,Cafe,500000796,Street 796,Ashdod
797,Provider797,Restaurant,500000797,Street 797,Tel Aviv
798,Provider798,Restaurant,500000798,Street 798,Jerusalem
799,Provider799,Restaurant,500000799,Street 799,Haifa
800,Provider800,Cafe,500000800,Street 800,Jerusalem
801,Provider801,Cafe,500000801,Street 801,Tel Aviv
802,Provider802,Restaurant,500000802,Street 802,Eilat
803,Provider803,Hotel,500000803,Street 803,Eilat
804,Provider804,Restaurant,500000804,Street 804,Haifa
805,Provider805,Cafe,500000805,Street 805,Ashdod
806,Provider806,Hotel,500000806,Street 806,Haifa
807,Provider807,Hotel,500000807,Street 807,Ashdod
808,Provider808,Hotel,500000808,Street 808,Jerusalem
809,Provider809,Restaurant,500000809,Street 809,Eilat
810,Provider810,Hotel,500000810,Street 810,Tel Aviv
811,Provider811,Cafe,500000811,Street 811,Tel Aviv
812,Provider812,Cafe,500000812,Street 812,Tel Aviv
813,Provider813,Cafe,500000813,Street 813,Ashdod
814,Provider814,Cafe,500000814,Street 814,Ashdod
815,Provider815,Cafe,500000815,Street 815,Eilat
816,Provider816,Cafe,500000816,Street 816,Tel Aviv
817,Provider817,Cafe,500000817,Street 817,Tel Aviv
818,Provider818,Cafe,500000818,Street 818,Haifa
819,Provider819,Hotel,500000819,Street 819,Eilat
820,Provider820,Hotel,500000820,Street 820,Jerusalem
821,Provider821,Restaurant,500000821,Street 821,Eilat
822,Provider822,Restaurant,500000822,Street 822,Haifa
823,Provider823,Cafe,500000823,Street 823,Ashdod
824,Provider824,Cafe,500000824,Street 824,Ashdod
825,Provider825,Restaurant,500000825,Street 825,Eilat
826,Provider826,Cafe,500000826,Street 826,Jerusalem
827,Provider827,Restaurant,500000827,Street 827,Jerusalem
828,Provider828,Restaurant,500000828,Street 828,Tel Aviv
829,Provider829,Hotel,500000829,Street 829,Tel Aviv
830,Provider830,Hotel,500000830,Street 830,Ashdod
831,Provider831,Restaurant,500000831,Street 831,Jerusalem
832,Provider832,Cafe,500000832,Street 832,Haifa
833,Provider833,Restaurant,500000833,Street 833,Tel Aviv
834,Provider834,Restaurant,500000834,Street 834,Jerusalem
835,Provider835,Restaurant,500000835,Street 835,Haifa
836,Provider836,Hotel,500000836,Street 836,Haifa
837,Provider837,Hotel,500000837,Street 837,Tel Aviv
838,Provider838,Restaurant,500000838,Street 838,Eilat
839,Provider839,Cafe,500000839,Street 839,Ashdod
840,Provider840,Hotel,500000840,Street 840,Eilat
841,Provider841,Hotel,500000841,Street 841,Ashdod
842,Provider842,Hotel,500000842,Street 842,Ashdod
843,Provider843,Cafe,500000843,Street 843,Jerusalem
844,Provider844,Restaurant,500000844,Street 844,Eilat
845,Provider845,Restaurant,500000845,Street 845,Eilat
846,Provider846,Cafe,500000846,Street 846,Jerusalem
847,Provider847,Cafe,500000847,Street 847,Ashdod
848,Provider848,Restaurant,500000848,Street 848,Jerusalem
849,Provider849,Hotel,500000849,Street 849,Tel Aviv
850,Provider850,Cafe,500000850,Street 850,Eilat
851,Provider851,Cafe,500000851,Street 851,Tel Aviv
852,Provider852,Restaurant,500000852,Street 852,Jerusalem
853,Provider853,Cafe,500000853,Street 853,Tel Aviv
854,Provider854,Hotel,500000854,Street 854,Tel Aviv
855,Provider855,Hotel,500000855,Street 855,Ashdod
856,Provider856,Hotel,500000856,Street 856,Eilat
857,Provider857,Cafe,500000857,Street 857,Ashdod
858,Provider858,Hotel,500000858,Street 858,Tel Aviv
859,Provider859,Cafe,500000859,Street 859,Ashdod
860,Provider860,Hotel,500000860,Street 860,Haifa
861,Provider861,Cafe,500000861,Street 861,Ashdod
862,Provider862,Cafe,500000862,Street 862,Ashdod
863,Provider863,Restaurant,500000863,Street 863,Tel Aviv
864,Provider864,Cafe,500000864,Street 864,Tel Aviv
865,Provider865,Cafe,500000865,Street 865,Tel Aviv
866,Provider866,Hotel,500000866,Street 866,Haifa
867,Provider867,Restaurant,500000867,Street 867,Haifa
868,Provider868,Hotel,500000868,Street 868,Eilat
869,Provider869,Cafe,500000869,Street 869,Ashdod
870,Provider870,Hotel,500000870,Street 870,Ashdod
871,Provider871,Restaurant,500000871,Street 871,Jerusalem
872,Provider872,Cafe,500000872,Street 872,Jerusalem
873,Provider873,Cafe,500000873,Street 873,Eilat
874,Provider874,Cafe,500000874,Street 874,Ashdod
875,Provider875,Restaurant,500000875,Street 875,Jerusalem
876,Provider876,Restaurant,500000876,Street 876,Jerusalem
877,Provider877,Restaurant,500000877,Street 877,Ashdod
878,Provider878,Hotel,500000878,Street 878,Eilat
879,Provider879,Cafe,500000879,Street 879,Jerusalem
880,Provider880,Hotel,500000880,Street 880,Ashdod
881,Provider881,Restaurant,500000881,Street 881,Jerusalem
882,Provider882,Restaurant,500000882,Street 882,Ashdod
883,Provider883,Hotel,500000883,Street 883,Haifa
884,Provider884,Cafe,500000884,Street 884,Jerusalem
885,Provider885,Hotel,500000885,Street 885,Eilat
886,Provider886,Restaurant,500000886,Street 886,Ashdod
887,Provider887,Hotel,500000887,Street 887,Tel Aviv
888,Provider888,Cafe,500000888,Street 888,Ashdod
889,Provider889,Cafe,500000889,Street 889,Jerusalem
890,Provider890,Restaurant,500000890,Street 890,Ashdod
891,Provider891,Restaurant,500000891,Street 891,Eilat
892,Provider892,Hotel,500000892,Street 892,Jerusalem
893,Provider893,Restaurant,500000893,Street 893,Jerusalem
894,Provider894,Cafe,500000894,Street 894,Haifa
895,Provider895,Restaurant,500000895,Street 895,Jerusalem
896,Provider896,Cafe,500000896,Street 896,Haifa
897,Provider897,Restaurant,500000897,Street 897,Haifa
898,Provider898,Restaurant,500000898,Street 898,Tel Aviv
899,Provider899,Cafe,500000899,Street 899,Tel Aviv
900,Provider900,Hotel,500000900,Street 900,Ashdod
901,Provider901,Hotel,500000901,Street 901,Ashdod
902,Provider902,Restaurant,500000902,Street 902,Jerusalem
903,Provider903,Hotel,500000903,Street 903,Haifa
904,Provider904,Hotel,500000904,Street 904,Eilat
905,Provider905,Restaurant,500000905,Street 905,Haifa
906,Provider906,Restaurant,500000906,Street 906,Ashdod
907,Provider907,Restaurant,500000907,Street 907,Eilat
908,Provider908,Restaurant,500000908,Street 908,Eilat
909,Provider909,Cafe,500000909,Street 909,Haifa
910,Provider910,Cafe,500000910,Street 910,Ashdod
911,Provider911,Cafe,500000911,Street 911,Eilat
912,Provider912,Restaurant,500000912,Street 912,Ashdod
913,Provider913,Restaurant,500000913,Street 913,Jerusalem
914,Provider914,Cafe,500000914,Street 914,Haifa
915,Provider915,Cafe,500000915,Street 915,Ashdod
916,Provider916,Cafe,500000916,Street 916,Eilat
917,Provider917,Cafe,500000917,Street 917,Eilat
918,Provider918,Hotel,500000918,Street 918,Ashdod
919,Provider919,Cafe,500000919,Street 919,Haifa
920,Provider920,Restaurant,500000920,Street 920,Ashdod
921,Provider921,Restaurant,500000921,Street 921,Jerusalem
922,Provider922,Restaurant,500000922,Street 922,Eilat
923,Provider923,Cafe,500000923,Street 923,Ashdod
924,Provider924,Restaurant,500000924,Street 924,Ashdod
925,Provider925,Restaurant,500000925,Street 925,Jerusalem
926,Provider926,Restaurant,500000926,Street 926,Haifa
927,Provider927,Cafe,500000927,Street 927,Eilat
928,Provider928,Hotel,500000928,Street 928,Haifa
929,Provider929,Cafe,500000929,Street 929,Tel Aviv
930,Provider930,Restaurant,500000930,Street 930,Eilat
931,Provider931,Cafe,500000931,Street 931,Tel Aviv
932,Provider932,Cafe,500000932,Street 932,Tel Aviv
933,Provider933,Cafe,500000933,Street 933,Ashdod
934,Provider934,Cafe,500000934,Street 934,Haifa
935,Provider935,Cafe,500000935,Street 935,Tel Aviv
936,Provider936,Cafe,500000936,Street 936,Haifa
937,Provider937,Restaurant,500000937,Street 937,Jerusalem
938,Provider938,Restaurant,500000938,Street 938,Jerusalem
939,Provider939,Restaurant,500000939,Street 939,Haifa
940,Provider940,Restaurant,500000940,Street 940,Jerusalem
941,Provider941,Cafe,500000941,Street 941,Haifa
942,Provider942,Hotel,500000942,Street 942,Eilat
943,Provider943,Cafe,500000943,Street 943,Ashdod
944,Provider944,Restaurant,500000944,Street 944,Tel Aviv
945,Provider945,Restaurant,500000945,Street 945,Jerusalem
946,Provider946,Restaurant,500000946,Street 946,Haifa
947,Provider947,Hotel,500000947,Street 947,Ashdod
948,Provider948,Hotel,500000948,Street 948,Eilat
949,Provider949,Restaurant,500000949,Street 949,Jerusalem
950,Provider950,Restaurant,500000950,Street 950,Jerusalem
951,Provider951,Restaurant,500000951,Street 951,Tel Aviv
952,Provider952,Restaurant,500000952,Street 952,Eilat
953,Provider953,Hotel,500000953,Street 953,Ashdod
954,Provider954,Cafe,500000954,Street 954,Tel Aviv
955,Provider955,Restaurant,500000955,Street 955,Eilat
956,Provider956,Hotel,500000956,Street 956,Ashdod
957,Provider957,Restaurant,500000957,Street 957,Ashdod
958,Provider958,Hotel,500000958,Street 958,Haifa
959,Provider959,Hotel,500000959,Street 959,Haifa
960,Provider960,Cafe,500000960,Street 960,Eilat
961,Provider961,Restaurant,500000961,Street 961,Ashdod
962,Provider962,Cafe,500000962,Street 962,Haifa
963,Provider963,Hotel,500000963,Street 963,Eilat
964,Provider964,Restaurant,500000964,Street 964,Tel Aviv
965,Provider965,Hotel,500000965,Street 965,Jerusalem
966,Provider966,Restaurant,500000966,Street 966,Ashdod
967,Provider967,Hotel,500000967,Street 967,Ashdod
968,Provider968,Hotel,500000968,Street 968,Ashdod
969,Provider969,Restaurant,500000969,Street 969,Eilat
970,Provider970,Cafe,500000970,Street 970,Tel Aviv
971,Provider971,Hotel,500000971,Street 971,Eilat
972,Provider972,Cafe,500000972,Street 972,Jerusalem
973,Provider973,Hotel,500000973,Street 973,Tel Aviv
974,Provider974,Cafe,500000974,Street 974,Tel Aviv
975,Provider975,Cafe,500000975,Street 975,Haifa
976,Provider976,Hotel,500000976,Street 976,Tel Aviv
977,Provider977,Hotel,500000977,Street 977,Jerusalem
978,Provider978,Restaurant,500000978,Street 978,Tel Aviv
979,Provider979,Cafe,500000979,Street 979,Ashdod
980,Provider980,Cafe,500000980,Street 980,Haifa
981,Provider981,Hotel,500000981,Street 981,Eilat
982,Provider982,Hotel,500000982,Street 982,Eilat
983,Provider983,Hotel,500000983,Street 983,Haifa
984,Provider984,Restaurant,500000984,Street 984,Tel Aviv
985,Provider985,Hotel,500000985,Street 985,Eilat
986,Provider986,Restaurant,500000986,Street 986,Jerusalem
987,Provider987,Restaurant,500000987,Street 987,Tel Aviv
988,Provider988,Restaurant,500000988,Street 988,Tel Aviv
989,Provider989,Cafe,500000989,Street 989,Jerusalem
990,Provider990,Hotel,500000990,Street 990,Eilat
991,Provider991,Hotel,500000991,Street 991,Eilat
992,Provider992,Cafe,500000992,Street 992,Tel Aviv
993,Provider993,Hotel,500000993,Street 993,Haifa
994,Provider994,Cafe,500000994,Street 994,Jerusalem
995,Provider995,Restaurant,500000995,Street 995,Jerusalem
996,Provider996,Cafe,500000996,Street 996,Tel Aviv
997,Provider997,Cafe,500000997,Street 997,Eilat
998,Provider998,Cafe,500000998,Street 998,Eilat
999,Provider999,Cafe,500000999,Street 999,Jerusalem
1000,Provider1000,Restaurant,500001000,Street 1000,Eilat
