ReservationID,ReservationDate,NumberOfPeople,Status,ProviderID,TouristID
653,02/07/2025,14,Cancelled,396,4044
654,07/01/2026,2,Pending,344,1116
655,28/02/2026,13,Cancelled,495,7236
656,14/01/2026,16,Cancelled,15,19268
657,19/04/2025,10,Confirmed,476,8540
658,08/08/2025,7,Pending,254,10109
659,10/02/2026,12,Confirmed,122,14326
660,15/10/2025,17,Confirmed,399,5240
661,31/01/2026,19,Confirmed,423,4763
662,05/08/2025,16,Confirmed,394,3138
663,04/01/2026,16,Pending,400,13520
664,29/04/2025,10,Confirmed,107,16279
665,18/08/2025,7,Confirmed,182,14475
666,20/04/2025,2,Cancelled,153,11046
667,08/03/2026,20,Confirmed,11,4863
668,04/10/2025,20,Confirmed,252,3811
669,07/05/2025,13,Cancelled,21,15462
670,25/09/2025,3,Pending,445,14149
671,05/04/2026,10,Pending,411,13707
672,11/08/2025,17,Confirmed,217,5105
673,12/12/2025,9,Confirmed,286,3352
674,12/12/2025,11,Cancelled,195,2175
675,13/09/2025,13,Confirmed,459,3275
676,13/11/2025,1,Cancelled,342,2731
677,04/11/2025,20,Confirmed,462,4211
678,23/01/2026,10,Cancelled,275,10505
679,25/11/2025,9,Pending,160,10705
680,08/03/2026,12,Cancelled,315,136
681,29/04/2025,17,Pending,263,18589
682,14/06/2025,15,Pending,462,347
683,28/06/2025,7,Pending,185,4266
684,19/08/2025,8,Pending,195,2188
685,16/05/2025,4,Pending,341,5574
686,21/11/2025,19,Confirmed,250,3219
687,27/03/2026,13,Confirmed,382,468
688,29/11/2025,1,Cancelled,404,11413
689,27/08/2025,11,Cancelled,296,19309
690,03/05/2025,12,Pending,226,5863
691,24/09/2025,11,Cancelled,151,9757
692,20/06/2025,20,Confirmed,382,1689
693,10/02/2026,2,Pending,437,660
694,09/02/2026,3,Confirmed,153,2312
695,19/06/2025,6,Confirmed,116,2047
696,23/06/2025,11,Confirmed,447,7790
697,31/10/2025,14,Pending,219,6289
698,11/11/2025,4,Pending,349,12666
699,26/06/2025,19,Pending,94,4678
700,19/04/2025,4,Pending,308,15831
701,04/03/2026,8,Confirmed,136,8661
702,26/06/2025,1,Pending,352,712
703,25/11/2025,6,Cancelled,76,17236
704,18/07/2025,11,Confirmed,412,16665
705,12/06/2025,8,Cancelled,129,17400
706,29/09/2025,7,Confirmed,380,10863
707,31/10/2025,16,Pending,182,7316
708,04/09/2025,5,Confirmed,180,1694
709,31/01/2026,20,Cancelled,32,7729
710,10/06/2025,7,Pending,473,19347
711,05/06/2025,12,Pending,350,13963
712,27/06/2025,5,Cancelled,29,11338
713,21/11/2025,13,Cancelled,220,5813
714,29/07/2025,12,Pending,145,14505
715,08/07/2025,14,Cancelled,252,2423
716,25/08/2025,20,Cancelled,170,14710
717,08/04/2026,12,Confirmed,103,4356
718,17/08/2025,8,Pending,488,11943
719,16/12/2025,9,Confirmed,74,17526
720,20/12/2025,14,Confirmed,258,11127
721,12/06/2025,11,Cancelled,479,19322
722,11/08/2025,17,Pending,97,5197
723,09/04/2026,10,Cancelled,130,19697
724,11/07/2025,9,Confirmed,339,15421
725,02/10/2025,4,Confirmed,445,2789
726,15/02/2026,10,Pending,204,15943
727,07/09/2025,14,Cancelled,448,18530
728,20/07/2025,13,Pending,388,662
729,16/03/2026,13,Pending,71,193
730,12/07/2025,9,Pending,401,17338
731,05/01/2026,11,Cancelled,117,16619
732,11/09/2025,8,Cancelled,95,62
733,28/12/2025,4,Pending,73,17590
734,26/03/2026,9,Cancelled,379,13951
735,10/03/2026,6,Confirmed,6,7464
736,27/02/2026,10,Cancelled,127,11152
737,06/01/2026,18,Cancelled,366,16949
738,20/12/2025,15,Cancelled,304,19400
739,20/12/2025,12,Confirmed,389,13910
740,09/08/2025,14,Confirmed,220,10914
741,15/04/2025,13,Confirmed,442,7568
742,06/11/2025,15,Pending,43,9465
743,01/05/2025,16,Confirmed,403,1692
744,17/01/2026,1,Cancelled,93,11962
745,01/08/2025,14,Cancelled,308,3954
746,20/10/2025,14,Cancelled,457,13964
747,27/08/2025,14,Pending,437,137
748,15/12/2025,9,Cancelled,400,6910
749,15/08/2025,3,Cancelled,414,13977
750,04/04/2026,14,Cancelled,273,5441
751,16/10/2025,8,Confirmed,46,16015
752,25/09/2025,2,Confirmed,131,9778
753,26/12/2025,2,Confirmed,187,5192
754,07/12/2025,6,Pending,499,19077
755,13/02/2026,10,Cancelled,358,9564
756,22/11/2025,14,Cancelled,84,734
757,31/12/2025,8,Confirmed,107,2449
758,16/07/2025,5,Confirmed,172,19796
759,18/12/2025,18,Cancelled,15,5214
760,22/01/2026,14,Pending,188,8356
761,12/06/2025,2,Cancelled,452,2302
762,14/02/2026,2,Pending,370,18112
763,11/02/2026,17,Confirmed,57,1321
764,18/05/2025,5,Pending,326,15490
765,15/04/2025,17,Confirmed,280,4386
766,08/08/2025,4,Pending,140,6089
767,25/12/2025,17,Cancelled,138,16955
768,21/12/2025,9,Pending,249,11586
769,11/12/2025,9,Pending,299,5237
770,19/08/2025,3,Confirmed,479,203
771,15/03/2026,17,Pending,136,9946
772,27/07/2025,5,Pending,196,16520
773,22/03/2026,15,Confirmed,107,13071
774,04/08/2025,5,Cancelled,254,16457
775,05/07/2025,19,Pending,230,11744
776,25/06/2025,19,Confirmed,152,9369
777,22/06/2025,6,Cancelled,220,3375
778,12/07/2025,7,Cancelled,420,5644
779,27/11/2025,1,Confirmed,396,7511
780,27/12/2025,8,Pending,396,16841
781,17/10/2025,5,Cancelled,44,6860
782,13/05/2025,1,Pending,240,16944
783,14/11/2025,2,Pending,309,7098
784,13/08/2025,18,Cancelled,318,15731
785,27/01/2026,5,Pending,391,16284
786,19/10/2025,2,Confirmed,178,10843
787,05/10/2025,18,Confirmed,35,6731
788,19/02/2026,14,Confirmed,24,1556
789,12/02/2026,10,Pending,60,7972
790,15/01/2026,5,Confirmed,409,7084
791,10/10/2025,17,Confirmed,111,4370
792,25/07/2025,8,Pending,255,5648
793,04/07/2025,17,Cancelled,12,2538
794,07/05/2025,12,Pending,123,17945
795,08/06/2025,18,Pending,236,4062
796,08/09/2025,8,Cancelled,163,6839
797,01/06/2025,7,Pending,349,17982
798,11/09/2025,12,Cancelled,337,12535
799,12/03/2026,3,Confirmed,344,19795
800,14/01/2026,3,Confirmed,143,12398
801,09/01/2026,12,Cancelled,321,3416
802,01/06/2025,19,Pending,398,16151
803,21/08/2025,11,Pending,494,4659
804,07/01/2026,18,Confirmed,361,3068
805,28/06/2025,6,Cancelled,275,6086
806,20/06/2025,8,Confirmed,13,15224
807,19/11/2025,7,Pending,213,12536
808,03/10/2025,19,Confirmed,424,15463
809,22/07/2025,9,Cancelled,60,2771
810,17/12/2025,1,Pending,415,8283
811,12/04/2026,2,Cancelled,176,8667
812,22/08/2025,9,Confirmed,118,19251
813,30/06/2025,7,Cancelled,217,9924
814,07/05/2025,5,Cancelled,49,5394
815,11/07/2025,9,Cancelled,69,6463
816,06/07/2025,1,Cancelled,473,19372
817,07/01/2026,7,Confirmed,227,6745
818,19/03/2026,18,Cancelled,71,13010
819,11/02/2026,16,Pending,75,13942
820,22/11/2025,6,Confirmed,75,16917
821,02/02/2026,19,Confirmed,283,8930
822,19/06/2025,7,Confirmed,273,15505
823,19/03/2026,19,Cancelled,86,1788
824,26/12/2025,13,Cancelled,29,576
825,11/06/2025,8,Confirmed,433,2592
826,31/03/2026,5,Pending,312,19906
827,17/01/2026,5,Confirmed,292,10183
828,19/07/2025,5,Cancelled,178,8651
829,23/07/2025,6,Confirmed,250,9241
830,19/07/2025,18,Pending,312,5405
831,12/03/2026,10,Confirmed,85,10250
832,08/08/2025,16,Cancelled,359,796
833,30/11/2025,19,Confirmed,41,15668
834,17/12/2025,15,Pending,95,11134
835,27/09/2025,9,Pending,359,14161
836,27/11/2025,11,Cancelled,191,8031
837,20/02/2026,18,Cancelled,471,17536
838,14/02/2026,9,Confirmed,385,13740
839,24/01/2026,12,Confirmed,380,7374
840,05/02/2026,18,Cancelled,53,4066
841,13/09/2025,8,Confirmed,274,5528
842,28/04/2025,6,Pending,368,6885
843,19/05/2025,6,Confirmed,195,9537
844,22/10/2025,17,Confirmed,31,4785
845,25/11/2025,8,Cancelled,247,14663
846,08/10/2025,19,Confirmed,348,3660
847,01/05/2025,18,Pending,423,4480
848,17/10/2025,14,Confirmed,195,17898
849,05/06/2025,8,Confirmed,302,1253
850,06/05/2025,2,Cancelled,493,19731
851,28/08/2025,10,Pending,320,4564
852,01/10/2025,13,Cancelled,266,3752
853,09/03/2026,17,Pending,333,15646
854,27/09/2025,9,Pending,169,17171
855,19/06/2025,8,Confirmed,16,16612
856,18/10/2025,15,Cancelled,370,1685
857,07/05/2025,3,Cancelled,243,14075
858,06/07/2025,14,Confirmed,374,18482
859,22/02/2026,12,Pending,17,17585
860,07/03/2026,3,Confirmed,166,19972
861,25/10/2025,3,Pending,463,3453
862,20/07/2025,5,Pending,155,10723
863,11/11/2025,19,Pending,293,686
864,11/10/2025,12,Cancelled,290,13147
865,14/02/2026,6,Confirmed,345,16258
866,23/09/2025,3,Pending,110,11924
867,05/04/2026,1,Pending,36,16851
868,25/04/2025,14,Cancelled,254,18856
869,31/10/2025,8,Pending,429,3009
870,26/04/2025,3,Pending,314,5770
871,28/05/2025,4,Cancelled,83,5934
872,05/10/2025,9,Confirmed,172,8819
873,29/12/2025,3,Pending,479,6438
874,21/06/2025,5,Cancelled,203,8985
875,11/06/2025,20,Confirmed,486,16401
876,05/09/2025,10,Cancelled,221,16789
877,18/03/2026,4,Cancelled,90,3856
878,15/03/2026,3,Pending,117,956
879,15/01/2026,1,Confirmed,102,3365
880,15/06/2025,12,Confirmed,182,2532
881,06/03/2026,5,Confirmed,320,12511
882,23/02/2026,4,Pending,122,15829
883,19/01/2026,3,Pending,128,2765
884,05/06/2025,13,Confirmed,178,17893
885,10/02/2026,7,Cancelled,41,2739
886,03/12/2025,10,Confirmed,449,18608
887,24/01/2026,2,Cancelled,103,15481
888,04/07/2025,2,Pending,414,3330
889,31/03/2026,9,Confirmed,219,11127
890,01/11/2025,17,Pending,346,7107
891,19/10/2025,4,Pending,87,4542
892,07/02/2026,16,Cancelled,300,19807
893,25/10/2025,15,Pending,391,17103
894,07/03/2026,18,Confirmed,278,18108
895,10/03/2026,8,Cancelled,186,17675
896,10/01/2026,12,Cancelled,307,17518
897,15/11/2025,19,Confirmed,14,19530
898,19/03/2026,11,Pending,144,15908
899,30/04/2025,10,Cancelled,29,1695
900,13/09/2025,10,Cancelled,305,17722
901,08/01/2026,9,Cancelled,230,9474
902,27/02/2026,5,Cancelled,87,9436
903,19/12/2025,7,Pending,132,17985
904,06/04/2026,19,Pending,358,14764
905,06/08/2025,9,Confirmed,423,854
906,23/09/2025,13,Cancelled,430,14800
907,01/01/2026,5,Pending,379,4199
908,29/08/2025,9,Cancelled,277,7907
909,16/08/2025,9,Cancelled,157,5038
910,06/08/2025,9,Cancelled,345,5865
911,08/05/2025,1,Cancelled,406,2481
912,14/11/2025,1,Pending,392,11564
913,14/09/2025,17,Cancelled,141,1593
914,08/11/2025,2,Pending,124,9908
915,10/02/2026,14,Pending,493,12008
916,17/12/2025,4,Pending,498,11568
917,03/04/2026,16,Pending,303,597
918,19/01/2026,5,Cancelled,312,6715
919,22/03/2026,9,Confirmed,17,2157
920,09/10/2025,5,Pending,29,4279
921,18/04/2025,19,Cancelled,193,7405
922,11/04/2026,9,Pending,184,4315
923,20/10/2025,1,Confirmed,264,5156
924,27/12/2025,5,Cancelled,264,16520
925,19/01/2026,15,Cancelled,447,4762
926,24/10/2025,4,Pending,408,756
927,11/05/2025,11,Pending,453,12735
928,17/03/2026,11,Confirmed,331,972
929,24/12/2025,18,Pending,218,10048
930,06/01/2026,1,Pending,371,10684
931,19/11/2025,20,Confirmed,39,19775
932,22/07/2025,13,Pending,37,19247
933,25/03/2026,4,Confirmed,382,17237
934,30/12/2025,17,Confirmed,459,8073
935,28/10/2025,6,Pending,310,4194
936,12/05/2025,18,Pending,328,17448
937,13/05/2025,4,Pending,175,19247
938,13/08/2025,5,Cancelled,88,4587
939,24/03/2026,13,Confirmed,270,707
940,18/02/2026,5,Pending,379,6383
941,15/01/2026,2,Confirmed,396,11068
942,17/01/2026,20,Pending,453,7567
943,24/06/2025,9,Pending,168,16645
944,13/11/2025,5,Pending,497,9290
945,09/10/2025,4,Confirmed,10,9477
946,19/11/2025,1,Pending,100,19549
947,28/05/2025,6,Confirmed,470,4604
948,26/02/2026,7,Confirmed,260,257
949,06/03/2026,20,Pending,228,18268
950,18/01/2026,15,Confirmed,203,11880
951,28/11/2025,7,Cancelled,314,19797
952,21/05/2025,16,Cancelled,157,13158
953,18/09/2025,3,Confirmed,138,12697
954,17/10/2025,11,Pending,122,6283
955,29/10/2025,18,Cancelled,265,17073
956,08/08/2025,1,Pending,382,4432
957,11/12/2025,12,Cancelled,259,1841
958,17/01/2026,5,Pending,277,7167
959,08/11/2025,14,Confirmed,248,10008
960,06/03/2026,14,Confirmed,262,10014
961,14/03/2026,6,Pending,414,15192
962,27/08/2025,11,Pending,258,16430
963,05/08/2025,17,Pending,43,16211
964,20/11/2025,20,Confirmed,147,12239
965,17/10/2025,2,Pending,191,7417
966,06/03/2026,17,Confirmed,373,7536
967,15/12/2025,19,Confirmed,440,9927
968,27/01/2026,9,Cancelled,277,18639
969,18/11/2025,16,Confirmed,411,7599
970,01/08/2025,9,Pending,263,1724
971,22/08/2025,16,Confirmed,441,14508
972,03/05/2025,14,Confirmed,37,9792
973,17/10/2025,19,Cancelled,496,3013
974,02/03/2026,13,Confirmed,328,9604
975,05/07/2025,10,Confirmed,15,9420
976,25/08/2025,5,Confirmed,66,17452
977,16/08/2025,6,Pending,187,11838
978,04/05/2025,8,Pending,428,18923
979,06/06/2025,16,Pending,114,18075
980,14/12/2025,9,Confirmed,189,19658
981,10/05/2025,5,Pending,331,13232
982,06/05/2025,17,Pending,73,8537
983,02/10/2025,10,Pending,261,2151
984,03/07/2025,2,Confirmed,412,9467
985,01/08/2025,8,Confirmed,357,1829
986,26/08/2025,15,Pending,483,5672
987,01/04/2026,14,Confirmed,266,16513
988,08/06/2025,10,Cancelled,243,12641
989,23/10/2025,6,Confirmed,271,1634
990,08/03/2026,5,Cancelled,373,15796
991,16/12/2025,4,Cancelled,450,11854
992,31/03/2026,20,Cancelled,27,11719
993,30/10/2025,12,Confirmed,107,6090
994,03/06/2025,19,Pending,93,18547
995,05/03/2026,4,Pending,213,18781
996,21/12/2025,8,Confirmed,182,3831
997,24/05/2025,17,Pending,162,6545
998,07/12/2025,6,Pending,334,8675
999,12/08/2025,4,Pending,178,19001
1000,18/10/2025,11,Cancelled,97,2436
